token	true	prediction
two	O	O
years	O	O
ago	O	O
,	O	O
corps	O	O
volunteers	O	O
have	O	O
focused	O	O
on	O	O
african	I-MISC	I-MISC
american	I-MISC	I-MISC
troops	O	O
,	O	O
preparing	O	O
records	O	O
in	O	O
time	O	O
for	O	O
the	O	O
unveiling	O	O
in	O	O
washington	I-LOC	I-LOC
this	O	O
year	O	O
of	O	O
a	O	O
special	O	O
memorial	O	O
to	O	O
black	O	O
soldiers	O	O
who	O	O
fought	O	O
in	O	O
the	O	O
war	O	O
.	O	O

more	O	O
than	O	O
185,000	O	O
black	O	O
soldiers	O	O
fought	O	O
and	O	O
37,000	O	O
died	O	O
.	O	O

in	O	O
one	O	O
letter	O	O
,	O	O
a	O	O
black	O	O
soldier	O	O
heading	O	O
south	I-LOC	I-LOC
wrote	O	I-LOC
his	O	O
wife	O	O
,	O	O
"	O	O
though	O	O
great	O	O
is	O	O
the	O	O
present	O	O
national	O	O
difficulties	O	O
yet	O	O
i	O	O
look	O	O
forward	O	O
to	O	O
a	O	O
brighter	O	O
day	O	O
when	O	O
i	O	O
shall	O	O
have	O	O
the	O	O
$UNK$	O	O
of	O	O
seeing	O	O
you	O	O
in	O	O
the	O	O
full	O	O
enjoyment	O	O
of	O	O
freedom	O	O
.	O	O

"	O	O
i	O	O
would	O	O
like	O	O
to	O	O
no	O	O
(	O	O
sic	O	O
)	O	O
if	O	O
you	O	O
are	O	O
still	O	O
in	O	O
slavery	O	O
if	O	O
you	O	O
are	O	O
,	O	O
it	O	O
will	O	O
not	O	O
be	O	O
long	O	O
before	O	O
we	O	O
shall	O	O
have	O	O
crushed	O	O
the	O	O
system	O	O
that	O	O
now	O	O
$UNK$	O	O
you	O	O
for	O	O
in	O	O
the	O	O
course	O	O
of	O	O
three	O	O
months	O	O
you	O	O
shall	O	O
have	O	O
your	O	O
liberty	O	O
.	O	O

great	O	O
is	O	O
the	O	O
outpouring	O	O
of	O	O
the	O	O
coloured	O	O
people	O	O
that	O	O
is	O	O
now	O	O
rallying	O	O
with	O	O
the	O	O
heart	O	O
of	O	O
lions	O	O
against	O	O
the	O	O
very	O	O
curse	O	O
that	O	O
has	O	O
separated	O	O
you	O	O
and	O	O
me	O	O
.	O	O
"	O	O

in	O	O
another	O	O
letter	O	O
dated	O	O
january	O	O
1865	O	O
,	O	O
a	O	O
well-to-do	O	O
washington	I-LOC	I-LOC
matron	O	O
wrote	O	O
to	O	O
lincoln	I-PER	I-LOC
to	O	O
plead	O	O
for	O	O
her	O	O
son	O	O
,	O	O
who	O	O
faced	O	O
a	O	O
dishonourable	O	O
discharge	O	O
from	O	O
the	O	O
army	I-ORG	O
.	O	O
"	O	O

james	I-PER	I-PER
is	O	O
a	O	O
prisoner	O	O
for	O	O
a	O	O
thoughtless	O	O
act	O	O
of	O	O
folly	O	O
,	O	O
while	O	O
those	O	O
who	O	O
have	O	O
done	O	O
nothing	O	O
for	O	O
the	O	O
cause	O	O
are	O	O
free	O	O
,	O	O
"	O	O
she	O	O
wrote	O	O
.	O	O

lincoln	I-PER	I-PER
's	O	O
notation	O	O
on	O	O
the	O	O
letter	O	O
read	O	O
:	O	O
"	O	O
if	O	O
his	O	O
colonel	O	O
will	O	O
say	O	O
in	O	O
writing	O	O
on	O	O
this	O	O
sheet	O	O
he	O	O
is	O	O
willing	O	O
to	O	O
receive	O	O
this	O	O
man	O	O
back	O	O
to	O	O
the	O	O
regiment	O	O
,	O	O
i	O	O
will	O	O
pardon	O	O
and	O	O
send	O	O
him	O	O
.	O	O
"	O	O

the	O	O
soldier	O	O
was	O	O
subsequently	O	O
pardoned	O	O
.	O	O

while	O	O
the	O	O
letters	O	O
speak	O	O
to	O	O
the	O	O
anguish	O	O
of	O	O
separation	O	O
,	O	O
a	O	O
photograph	O	O
of	O	O
a	O	O
black	O	O
amputee	O	O
speaks	O	O
to	O	O
the	O	O
terrible	O	O
physical	O	O
cost	O	O
of	O	O
the	O	O
war	O	O
.	O	O

in	O	O
a	O	O
picture	O	O
required	O	O
for	O	O
his	O	O
military	O	O
discharge	O	O
,	O	O
pvt	O	O
.	O	O

lewis	I-PER	I-PER
martin	I-PER	I-PER
,	O	O
with	O	O
haunted	O	O
eyes	O	O
,	O	O
posed	O	O
bare-chested	O	O
to	O	O
reveal	O	O
his	O	O
missing	O	O
arm	O	O
and	O	O
leg	O	O
,	O	O
blown	O	O
off	O	O
during	O	O
a	O	O
battle	O	O
at	O	O
petersburg	I-LOC	I-LOC
,	O	O
virginia	I-LOC	I-LOC
,	O	O
in	O	O
july	O	O
1864	O	O
.	O	O

the	O	O
work	O	O
on	O	O
black	O	O
troops	O	O
has	O	O
provided	O	O
new	O	O
insight	O	O
into	O	O
the	O	O
rhythms	O	O
of	O	O
plantation	O	O
talk	O	O
and	O	O
culture	O	O
,	O	O
said	O	O
john	I-PER	I-PER
simon	I-PER	I-PER
,	O	O
professor	O	O
of	O	O
history	O	O
at	O	O
southern	I-ORG	I-ORG
illinois	I-ORG	I-ORG
university	I-ORG	I-ORG
at	I-ORG	O
carbondale	I-ORG	I-LOC
and	O	O
editor	O	O
of	O	O
gen	O	I-LOC
.	O	O

ulysses	I-PER	I-PER
grant	I-PER	I-PER
's	O	O
papers	O	O
.	O	O

"	O	O
these	O	O
(	O	O
writings	O	O
)	O	O
are	O	O
not	O	O
only	O	O
poetic	O	O
but	O	O
a	O	O
linguistic	O	O
treasure	O	O
trove	O	O
.	O	O

this	O	O
is	O	O
the	O	O
first	O	O
generation	O	O
of	O	O
african	I-MISC	I-MISC
americans	I-MISC	I-MISC
that	O	O
really	O	O
can	O	O
express	O	O
itself	O	O
without	O	O
fear	O	O
and	O	O
punishment	O	O
,	O	O
"	O	O
simon	I-PER	I-PER
said	O	O
.	O	O

"	O	O
i	O	O
think	O	O
there	O	O
's	O	O
probably	O	O
a	O	O
whole	O	O
lot	O	O
of	O	O
material	O	O
that	O	O
would	O	O
expand	O	O
our	O	O
understanding	O	O
of	O	O
the	O	O
sociology	O	O
of	O	O
the	O	O
war	O	O
,	O	O
"	O	O
said	O	O
edward	I-PER	I-PER
smith	I-PER	I-PER
,	O	O
director	O	O
of	O	O
american	I-ORG	I-ORG
studies	I-ORG	I-ORG
at	O	O
american	I-ORG	I-ORG
university	I-ORG	I-ORG
in	O	O
washington	I-LOC	I-LOC
.	O	O

the	O	O
war	O	O
between	O	O
the	O	O
north	I-LOC	O
and	O	O
south	I-LOC	O
raged	O	O
for	O	O
nearly	O	O
four	O	O
years	O	O
,	O	O
claimed	O	O
the	O	O
lives	O	O
of	O	O
half	O	O
a	O	O
million	O	O
americans	I-MISC	I-MISC
and	O	O
forever	O	O
seared	O	O
the	O	O
nation	O	O
's	O	O
consciousness	O	O
.	O	O

southern	I-MISC	O
records	O	O
have	O	O
already	O	O
been	O	O
preserved	O	O
.	O	O

they	O	O
were	O	O
put	O	O
on	O	O
microfilm	O	O
about	O	O
30	O	O
years	O	O
ago	O	O
through	O	O
a	O	O
grant	O	O
from	O	O
the	O	O
united	I-ORG	I-ORG
daughters	I-ORG	I-ORG
of	I-ORG	I-ORG
the	I-ORG	I-ORG
confederacy	I-ORG	I-ORG
.	O	O

the	O	O
civil	I-ORG	I-ORG
war	I-ORG	I-ORG
conservation	I-ORG	I-ORG
corps	I-ORG	I-ORG
is	O	O
mostly	O	O
retirees	O	O
joined	O	O
by	O	O
students	O	O
during	O	O
the	O	O
school	O	O
year	O	O
.	O	O

director	O	O
budge	I-PER	I-PER
weidman	I-PER	I-PER
,	O	O
who	O	O
has	O	O
shepherded	O	O
the	O	O
project	O	O
from	O	O
the	O	O
beginning	O	O
,	O	O
predicts	O	O
it	O	O
will	O	O
take	O	O
up	O	O
to	O	O
a	O	O
decade	O	O
to	O	O
complete	O	O
.	O	O

the	O	O
work	O	O
was	O	O
inspired	O	O
by	O	O
a	O	O
national	I-ORG	I-ORG
park	I-ORG	I-ORG
service	I-ORG	I-ORG
plan	O	O
to	O	O
put	O	O
computer	O	O
databases	O	O
at	O	O
civil	I-MISC	I-MISC
war	I-MISC	I-MISC
battlefields	O	O
across	O	O
the	O	O
country	O	O
so	O	O
that	O	O
americans	I-MISC	I-MISC
might	O	O
research	O	O
their	O	O
ancestors	O	O
.	O	O

the	O	O
records	O	O
also	O	O
provide	O	O
insight	O	O
into	O	O
medical	O	O
thinking	O	O
of	O	O
the	O	O
day	O	O
.	O	O

one	O	O
soldier	O	O
was	O	O
discharged	O	O
because	O	O
of	O	O
"	O	O
mental	O	O
incapacity	O	O
and	O	O
$UNK$	O	O
(	O	O
sic	O	O
)	O	O
of	O	O
the	O	O
brain	O	O
,	O	O
alleged	O	O
by	O	O
the	O	O
patient	O	O
to	O	O
be	O	O
connected	O	O
with	O	O
a	O	O
fall	O	O
on	O	O
the	O	O
head	O	O
but	O	O
believed	O	O
to	O	O
arise	O	O
from	O	O
long	O	O
continued	O	O
and	O	O
excessive	O	O
masturbation	O	O
.	O	O
"	O	O

clinton	I-PER	I-PER
arrives	O	O
in	O	O
chicago	I-LOC	I-LOC
on	O	O
day	O	O
of	O	O
re-nomination	O	O
.	O	O

chicago	I-LOC	I-LOC
$UNK$	O	O

president	O	O
bill	I-PER	I-PER
clinton	I-PER	I-PER
arrived	O	O
in	O	O
chicago	I-LOC	I-LOC
on	O	O
wednesday	O	O
as	O	O
the	O	O
democratic	I-MISC	I-MISC
convention	O	I-MISC
prepared	O	O
to	O	O
$UNK$	O	O
him	O	O
for	O	O
a	O	O
second	O	O
four-year	O	O
term	O	O
.	O	O

clinton	I-PER	I-PER
flew	O	O
in	O	O
by	O	O
helicopter	O	O
from	O	O
michigan	I-LOC	I-LOC
city	I-LOC	I-LOC
,	O	O
indiana	I-LOC	I-LOC
,	O	O
after	O	O
ending	O	O
a	O	O
four-day	O	O
,	O	O
$UNK$	O	O
trip	O	O
aboard	O	O
a	O	O
campaign	O	O
train	O	O
from	O	O
washington	I-LOC	I-LOC
.	O	O

new	O	O
bomb	O	O
attacks	O	O
on	O	O
corsica	I-LOC	I-LOC
despite	O	O
crackdown	O	O
vow	O	O
.	O	O

sylvie	I-PER	I-PER
florence	I-PER	I-PER

ajaccio	I-LOC	I-LOC
,	O	O
corsica	I-LOC	I-LOC
$UNK$	O	O

separatist	O	O
guerrillas	O	O
planted	O	O
two	O	O
bombs	O	O
overnight	O	O
at	O	O
government	O	O
offices	O	O
on	O	O
the	O	O
french	I-MISC	I-MISC
mediterranean	B-MISC	I-LOC
island	O	O
of	O	O
corsica	I-LOC	I-LOC
despite	O	O
fresh	O	O
warnings	O	O
of	O	O
a	O	O
crackdown	O	O
by	O	O
paris	I-LOC	I-LOC
,	O	O
police	O	O
said	O	O
on	O	O
thursday	O	O
.	O	O

in	O	O
the	O	O
latest	O	O
in	O	O
a	O	O
wave	O	O
of	O	O
attacks	O	O
,	O	O
a	O	O
two	O	O
kg	O	O
(	O	O
four	O	O
lb	O	O
)	O	O
bomb	O	O
seriously	O	O
damaged	O	O
two	O	O
floors	O	O
of	O	O
agriculture	I-ORG	I-ORG
ministry	I-ORG	I-ORG
offices	O	O
located	O	O
just	O	O
50	O	O
metres	O	O
(	O	O
yards	O	O
)	O	O
from	O	O
a	O	O
police	O	O
station	O	O
in	O	O
the	O	O
centre	O	O
of	O	O
the	O	O
island	O	O
capital	O	O
ajaccio	I-ORG	I-LOC
.	O	O

no	O	O
one	O	O
was	O	O
hurt	O	O
.	O	O

a	O	O
second	O	O
device	O	O
,	O	O
packed	O	O
with	O	O
five	O	O
kg	O	O
(	O	O
10	O	O
lbs	O	O
)	O	O
of	O	O
explosive	O	O
,	O	O
was	O	O
defused	O	O
before	O	O
it	O	O
could	O	O
go	O	O
off	O	O
,	O	O
police	O	O
said	O	O
.	O	O

the	O	O
new	O	O
attacks	O	O
followed	O	O
by	O	O
a	O	O
day	O	O
a	O	O
warning	O	O
of	O	O
a	O	O
new	O	O
"	O	O
$UNK$	O	O
"	O	O
policy	O	O
by	O	O
paris	I-LOC	I-LOC
toward	O	O
the	O	O
separatists	O	O
,	O	O
who	O	O
seek	O	O
greater	O	O
autonomy	O	O
.	O	O

interior	O	O
minister	O	O
jean-louis	I-PER	I-PER
debre	I-PER	I-PER
,	O	O
under	O	O
fire	O	O
for	O	O
staging	O	O
secret	O	O
talks	O	O
with	O	O
one	O	O
of	O	O
the	O	O
largest	O	O
of	O	O
several	O	O
rival	O	O
underground	O	O
nationalist	O	O
groups	O	O
,	O	O
told	O	O
the	O	O
daily	O	O
la	I-ORG	I-LOC
corse	I-ORG	I-ORG
in	O	O
a	O	O
statement	O	O
he	O	O
had	O	O
given	O	O
"	O	O
firm	O	O
orders	O	O
"	O	O
to	O	O
police	O	O
to	O	O
round	O	O
up	O	O
those	O	O
responsible	O	O
for	O	O
the	O	O
bombings	O	O
and	O	O
bring	O	O
them	O	O
to	O	O
justice	O	O
.	O	O

judges	O	O
on	O	O
the	O	O
island	O	O
had	O	O
accused	O	O
paris	I-LOC	I-LOC
of	O	O
taking	O	O
a	O	O
lax	O	O
stance	O	O
on	O	O
guerrilla	O	O
violence	O	O
while	O	O
conducting	O	O
secret	O	O
but	O	O
$UNK$	O	O
talks	O	O
with	O	O
separatists	O	O
which	O	O
have	O	O
now	O	O
failed	O	O
.	O	O

the	O	O
latest	O	O
bombing	O	O
,	O	O
close	O	O
on	O	O
the	O	O
heels	O	O
of	O	O
the	O	O
new	O	O
orders	O	O
,	O	O
brought	O	O
charges	O	O
that	O	O
police	O	O
were	O	O
powerless	O	O
.	O	O

"	O	O
no	O	O
searches	O	O
,	O	O
no	O	O
arrests	O	O
,	O	O
no	O	O
police	O	O
reinforcements	O	O
visible	O	O
on	O	O
the	O	O
island	O	O
,	O	O
despite	O	O
the	O	O
ministry	O	I-ORG
's	O	O
promises	O	O
,	O	O
"	O	O
the	O	O
daily	O	O
$UNK$	I-ORG	O
lamented	O	O
.	O	O

"	O	O
on	O	O
the	O	O
island	O	O
,	O	O
as	O	O
at	O	O
the	O	O
place	I-LOC	O
beauvau	I-LOC	I-LOC
(	O	O
the	O	O
interior	I-ORG	I-ORG
ministry	I-ORG	I-ORG
's	O	O
paris	I-LOC	I-LOC
address	O	O
)	O	O
,	O	O
people	O	O
are	O	O
well	O	O
aware	O	O
who	O	O
is	O	O
who	O	O
and	O	O
who	O	O
is	O	O
doing	O	O
what	O	O
.	O	O

it	O	O
is	O	O
time	O	O
to	O	O
end	O	O
this	O	O
nightly	O	O
farce	O	O
,	O	O
"	O	O
said	O	O
the	O	O
pro-government	O	O
daily	O	O
le	I-ORG	I-ORG
figaro	I-ORG	I-ORG
in	O	O
an	O	O
editorial	O	O
.	O	O

no	O	O
one	O	O
immediately	O	O
claimed	O	O
responsibility	O	O
for	O	O
thursday	O	O
's	O	O
incidents	O	O
,	O	O
which	O	O
brought	O	O
to	O	O
23	O	O
the	O	O
number	O	O
of	O	O
guerrilla	O	O
attacks	O	O
on	O	O
the	O	O
resort	O	O
island	O	O
since	O	O
mid-august	O	O
,	O	O
when	O	O
separatist	O	O
guerrillas	O	O
ended	O	O
a	O	O
shaky	O	O
seven-month	O	O
truce	O	O
.	O	O

corsica	I-LOC	I-LOC
has	O	O
been	O	O
racked	O	O
by	O	O
low-level	O	O
$UNK$	O	O
violence	O	O
,	O	O
principally	O	O
directed	O	O
against	O	O
government	O	O
targets	O	O
,	O	O
for	O	O
two	O	O
decades	O	O
.	O	O

the	O	O
daily	O	O
le	I-ORG	I-ORG
monde	I-ORG	I-ORG
reported	O	O
on	O	O
wednesday	O	O
some	O	O
separatist	O	O
movements	O	O
were	O	O
considering	O	O
taking	O	O
their	O	O
attacks	O	O
to	O	O
the	O	O
french	I-MISC	I-MISC
mainland	O	O
on	O	O
the	O	O
principle	O	O
that	O	O
"	O	O
300	O	O
grammes	O	O
of	O	O
explosives	O	O
on	O	O
the	O	O
continent	O	O
have	O	O
more	O	O
impact	O	O
than	O	O
300	O	O
kilos	O	O
in	O	O
corsica	I-LOC	I-LOC
"	O	O
.	O	O

the	O	O
newspaper	O	O
said	O	O
separatists	O	O
may	O	O
take	O	O
advantage	O	O
of	O	O
social	O	O
unrest	O	O
widely	O	O
expected	O	O
on	O	O
the	O	O
mainland	O	I-LOC
in	O	O
coming	O	O
weeks	O	O
over	O	O
government	O	O
austerity	O	O
plans	O	O
to	O	O
stoke	O	O
a	O	O
popular	O	O
backlash	O	O
against	O	O
the	O	O
government	O	O
.	O	O

sweden	I-LOC	I-LOC
's	O	O
om	I-ORG	I-ORG
to	O	O
open	O	O
london	I-LOC	I-LOC
forest	O	O
products	O	O
bourse	O	O
.	O	O

stockholm	I-LOC	I-LOC
$UNK$	O	O

swedish	I-MISC	I-MISC
options	O	O
and	O	O
derivatives	O	O
exchange	O	O
om	I-ORG	I-ORG
gruppen	I-ORG	I-ORG
ab	I-ORG	I-ORG
said	O	O
on	O	O
thursday	O	O
it	O	O
would	O	O
open	O	O
an	O	O
electronic	O	O
bourse	O	O
for	O	O
forest	O	O
industry	O	O
products	O	O
in	O	O
london	I-LOC	I-LOC
in	O	O
the	O	O
first	O	O
half	O	O
of	O	O
1997	O	O
.	O	O

"	O	O
together	O	O
with	O	O
subsidiaries	O	O
$UNK$	I-ORG	O
,	O	O
the	O	O
london	I-ORG	I-ORG
securities	I-ORG	I-ORG
&	I-ORG	I-ORG
derivatives	I-ORG	I-ORG
exchange	I-ORG	I-ORG
and	O	O
om	I-ORG	I-ORG
stockholm	I-ORG	I-ORG
,	O	O
om	I-ORG	I-ORG
gruppen	I-ORG	I-ORG
will	O	O
open	O	O
an	O	O
international	O	O
electronic	O	O
bourse	O	O
for	O	O
forest	O	O
products	O	O
in	O	O
the	O	O
first	O	O
half	O	O
of	O	O
1997	O	O
,	O	O
"	O	O
om	I-ORG	I-ORG
gruppen	I-ORG	I-ORG
said	O	O
in	O	O
a	O	O
statement	O	O
.	O	O

the	O	O
first	O	O
commodity	O	O
to	O	O
be	O	O
traded	O	O
on	O	O
the	O	O
$UNK$	I-ORG	O
bourse	O	O
will	O	O
be	O	O
pulp	O	O
,	O	O
but	O	O
om	I-ORG	I-ORG
said	O	O
trade	O	O
would	O	O
be	O	O
extended	O	O
to	O	O
include	O	O
products	O	O
such	O	O
as	O	O
timber	O	O
,	O	O
recycled	O	O
paper	O	O
and	O	O
other	O	O
paper	O	O
qualities	O	O
.	O	O

"	O	O
through	O	O
the	O	O
establishment	O	O
of	O	O
$UNK$	I-ORG	I-LOC
,	O	O
london	I-LOC	I-LOC
will	O	O
have	O	O
a	O	O
commodities	O	O
bourse	O	O
for	O	O
forest	O	O
products	O	O
which	O	O
complements	O	O
existing	O	O
bourses	O	O
for	O	O
oil	O	O
,	O	O
metals	O	O
and	O	O
'	O	O
softs	O	O
'	O	O
(	O	O
coffee	O	O
,	O	O
sugar	O	O
and	O	O
cocoa	O	O
)	O	O
,	O	O
"	O	O
om	I-ORG	I-ORG
said	O	O
.	O	O

$UNK$	I-ORG	I-PER
was	O	O
the	O	O
result	O	O
of	O	O
a	O	O
three-year	O	O
project	O	O
run	O	O
in	O	O
cooperation	O	O
between	O	O
om	I-ORG	I-ORG
and	O	O
representatives	O	O
of	O	O
the	O	O
forest	O	O
industry	O	O
,	O	O
the	O	O
company	O	O
said	O	O
.	O	O

huge	O	O
swings	O	O
in	O	O
the	O	O
price	O	O
of	O	O
pulp	O	O
over	O	O
the	O	O
past	O	O
few	O	O
years	O	O
have	O	O
made	O	O
pulp	O	O
producers	O	O
'	O	O
profitability	O	O
unpredictable	O	O
,	O	O
and	O	O
made	O	O
investing	O	O
in	O	O
new	O	O
production	O	O
capacity	O	O
a	O	O
risky	O	O
business	O	O
.	O	O

"	O	O
without	O	O
the	O	O
ability	O	O
to	O	O
hedge	O	O
prices	O	O
,	O	O
changes	O	O
in	O	O
the	O	O
world	O	O
market	O	O
price	O	O
for	O	O
pulp	O	O
has	O	O
had	O	O
an	O	O
immediate	O	O
impact	O	O
on	O	O
players	O	O
'	O	O
profitability	O	O
,	O	O
"	O	O
om	I-ORG	I-ORG
said	O	O
.	O	O

it	O	O
said	O	O
global	O	O
production	O	O
of	O	O
pulp	O	O
amounted	O	O
to	O	O
around	O	O
200	O	O
million	O	O
tonnes	O	O
per	O	O
year	O	O
,	O	O
of	O	O
which	O	O
around	O	O
20	O	O
percent	O	O
or	O	O
40	O	O
million	O	O
tonnes	O	O
was	O	O
sold	O	O
on	O	O
the	O	O
spot	O	O
market	O	O
.	O	O

at	O	O
current	O	O
prices	O	O
,	O	O
the	O	O
value	O	O
of	O	O
this	O	O
production	O	O
was	O	O
around	O	O
$	O	O
25	O	O
billion	O	O
.	O	O

$UNK$	I-ORG	O
will	O	O
be	O	O
both	O	O
a	O	O
marketplace	O	O
and	O	O
a	O	O
clearing	O	O
house	O	O
,	O	O
om	I-ORG	I-ORG
said	O	O
,	O	O
adding	O	O
that	O	O
the	O	O
british	I-ORG	I-ORG
securities	I-ORG	I-ORG
and	I-ORG	I-ORG
investments	I-ORG	I-ORG
board	I-ORG	I-ORG
had	O	O
been	O	O
informed	O	O
of	O	O
om	I-ORG	I-ORG
's	O	O
plans	O	O
.	O	O

$UNK$	I-ORG	I-ORG
's	O	O
clearing	O	O
operation	O	O
will	O	O
be	O	O
covered	O	O
by	O	O
the	O	O
parent	O	O
company	O	O
guarantee	O	O
issued	O	O
by	O	O
om	I-ORG	I-ORG
gruppen	I-ORG	I-ORG
to	O	O
its	O	O
$UNK$	O	O
bourses	O	O
and	O	O
clearing	O	O
organisations	O	O
.	O	O

--	O	O
stockholm	I-LOC	I-LOC
newsroom	O	O
,	O	O
$UNK$	O	O
1006	O	O

$UNK$	I-LOC	O
oil	O	O
stock	O	O
levels	O	O
fall	O	O
.	O	O

amsterdam	I-LOC	I-LOC
$UNK$	O	O

oil	O	O
product	O	O
inventories	O	O
held	O	O
in	O	O
independent	O	O
tankage	O	O
in	O	O
the	O	O
$UNK$	I-LOC	I-LOC
area	O	O
were	O	O
at	O	O
the	O	O
following	O	O
levels	O	O
,	O	O
with	O	O
$UNK$	O	O
and	O	O
$UNK$	O	O
levels	O	O
,	O	O
industry	O	O
sources	O	O
said	O	O
.	O	O

all	O	O
figures	O	O
in	O	O
thousands	O	O
of	O	O
tonnes	O	O
:	O	O

$UNK$	O	O
$UNK$	O	O
$UNK$	O	O

gasoline	O	O
400	O	O
$UNK$	O	O
425	O	O

naphtha	O	I-ORG
50-75	O	O
75-100	O	O
50-75	O	O

gas	O	O
oil	O	O
1,600	O	O
1,650	O	O
$UNK$	O	O

fuel	O	O
oil	O	O
325	O	O
$UNK$	O	O
425	O	O

jet	O	I-ORG
kero	O	I-ORG
15	O	O
15-20	O	O
25	O	O

motor	O	O
gasoline	O	O
stocks	O	O
dipped	O	O
slightly	O	O
as	O	O
barges	O	O
left	O	O
for	O	O
germany	I-LOC	I-LOC
,	O	O
but	O	O
there	O	O
were	O	O
few	O	O
inflows	O	O
of	O	O
cargoes	O	O
.	O	O

naphtha	O	O
inventories	O	O
also	O	O
dropped	O	O
as	O	O
germany	I-LOC	I-LOC
again	O	O
took	O	O
barges	O	O
and	O	O
no	O	O
cargoes	O	O
entered	O	O
ara	O	O
.	O	O

gas	O	O
oil	O	O
stocks	O	O
fell	O	O
with	O	O
some	O	O
cargoes	O	O
arriving	O	O
from	O	O
the	O	O
former	O	O
soviet	I-LOC	I-ORG
union	I-LOC	I-ORG
,	O	O
but	O	O
very	O	O
fast	O	O
throughput	O	O
to	O	O
markets	O	O
in	O	O
benelux	I-LOC	I-LOC
,	O	O
germany	I-LOC	I-LOC
and	O	O
switzerland	I-LOC	I-LOC
.	O	O

fuel	O	O
oil	O	O
inventories	O	O
dipped	O	O
slightly	O	O
with	O	O
some	O	O
$UNK$	O	O
arrivals	O	O
,	O	O
but	O	O
fair	O	O
bunkering	O	O
demand	O	O
removing	O	O
more	O	O
material	O	O
.	O	O

jet	O	O
fuel	O	O
stocks	O	O
lowered	O	O
as	O	O
the	O	O
aviation	O	O
sector	O	O
bought	O	O
.	O	O

--	O	O
philip	I-PER	I-PER
blenkinsop	I-PER	I-PER
,	O	O
amsterdam	I-LOC	I-LOC
newsroom	O	O
31	O	O
20	O	O
504	O	O
5000	O	O

german	I-MISC	I-MISC
anti-nuclear	O	O
activists	O	O
in	O	O
pantomime	O	O
protest	O	O
.	O	O

bonn	I-LOC	I-LOC
$UNK$	O	O

about	O	O
200	O	O
german	I-MISC	I-MISC
anti-nuclear	O	O
activists	O	O
protested	O	O
on	O	O
thursday	O	O
against	O	O
nuclear	O	O
waste	O	O
transportation	O	O
by	O	O
re-enacting	O	O
scenes	O	O
from	O	O
a	O	O
demonstration	O	O
they	O	O
staged	O	O
in	O	O
may	O	O
that	O	O
turned	O	O
into	O	O
a	O	O
violent	O	O
clash	O	O
with	O	O
police	O	O
.	O	O

activists	O	O
dressed	O	O
as	O	O
police	O	O
brandished	O	O
batons	O	O
and	O	O
firing	O	O
a	O	O
$UNK$	O	O
water	O	O
cannon	O	O
at	O	O
"	O	O
demonstrators	O	O
"	O	O
.	O	O

police	O	O
who	O	O
had	O	O
turned	O	O
out	O	O
in	O	O
force	O	O
all	O	O
around	O	O
the	O	O
government	O	O
quarter	O	O
fearing	O	O
violence	O	O
looked	O	O
on	O	O
in	O	O
amusement	O	O
.	O	O

last	O	O
may	O	O
dozens	O	O
of	O	O
demonstrators	O	O
and	O	O
police	O	O
were	O	O
injured	O	O
in	O	O
violent	O	O
clashes	O	O
around	O	O
the	O	O
gorleben	I-LOC	I-LOC
nuclear	O	O
waste	O	O
depot	O	O
as	O	O
hundreds	O	O
of	O	O
protesters	O	O
tried	O	O
to	O	O
block	O	O
a	O	O
delivery	O	O
of	O	O
waste	O	O
by	O	O
train	O	O
and	O	O
truck	O	O
.	O	O

italy	I-LOC	I-LOC
police	O	O
arrest	O	O
five	O	O
over	O	O
double	O	O
mafia	O	O
killing	O	O
.	O	O

catania	I-LOC	I-LOC
,	O	O
sicily	I-LOC	I-LOC
$UNK$	O	O

italian	I-MISC	I-MISC
police	O	O
said	O	O
on	O	O
thursday	O	O
they	O	O
had	O	O
arrested	O	O
five	O	O
people	O	O
in	O	O
connection	O	O
with	O	O
the	O	O
slaying	O	O
of	O	O
the	O	O
daughter	O	O
and	O	O
14-year-old	O	O
nephew	O	O
of	O	O
a	O	O
mafia	O	O
boss	O	O
earlier	O	O
this	O	O
week	O	O
.	O	O

santa	I-PER	I-PER
puglisi	I-PER	I-PER
,	O	O
22	O	O
,	O	O
and	O	O
salvatore	I-PER	I-PER
botta	I-PER	I-PER
were	O	O
gunned	O	O
down	O	O
in	O	O
a	O	O
cemetery	O	O
in	O	O
this	O	O
eastern	O	O
sicilian	I-MISC	I-MISC
city	O	O
on	O	O
tuesday	O	O
in	O	O
a	O	O
crime	O	O
which	O	O
shocked	O	O
even	O	O
hardened	O	O
anti-mafia	O	O
investigators	O	O
.	O	O

the	O	O
arrests	O	O
followed	O	O
a	O	O
tip-off	O	O
from	O	O
a	O	O
married	O	O
couple	O	O
who	O	O
unexpectedly	O	O
showed	O	O
up	O	O
at	O	O
investigators	O	O
'	O	O
offices	O	O
on	O	O
wednesday	O	O
.	O	O
"	O	O

they	O	O
wanted	O	O
to	O	O
get	O	O
a	O	O
weight	O	O
off	O	O
their	O	O
consciences	O	O
,	O	O
